Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CL,US,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GA,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,NG,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,2,3,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,,50,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GM,XX,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KE,CD,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KW,XX,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,LR,,200,4,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NG,,20,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NG,,1,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NL,CD,96,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NL,LR,131,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NL,XX,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,RW,,2,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SA,GB,1,,live,,P,C
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SA,GB,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,CI,60,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,TG,50,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,XX,5,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,,262,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TG,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TZ,,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TZ,,,1,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,US,CF,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,US,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,GH,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,ZW,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,,3,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZW,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,GH,,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,CH,XX,,1,live,,,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CD,,300,,live,,,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CM,,,5,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,LR,,100,,live,,,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,TG,,,60,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,TG,,300,,live,,,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,GH,,,200,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,LR,,,400,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,TZ,,,2,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KE,GH,,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KW,GH,,,100,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LB,LR,,,5,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,MA,CM,,,2,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,MA,TG,,,2,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,MT,LR,,,50,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NL,LR,,,350,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,NO,DK,XX,,1,bodies,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SA,DE,NG,,2,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,GH,,442,20,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,ML,,354,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,NL,,90,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,SA,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SE,SN,,60,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SG,DE,LR,,30,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SG,GB,NG,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SG,LR,,,50,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SU,NL,,40,,live,,Z,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,SZ,CM,,,200,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,TT,GB,XX,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,AE,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,AO,,14,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,CD,125,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,CM,80,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,XX,120,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,,423,,live,,T,C
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,BE,,541,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CD,,16,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CM,,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CM,,1100,2750,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,CO,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,DE,GH,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,DE,XX,1,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,DE,,6,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,EG,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GA,,2,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,NG,,1,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GB,XX,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,35,,bodies,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,,2,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,2110,2240,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GH,,152,,live,,,I
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,GW,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,IT,CD,2,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,KE,,2,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,KW,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,LR,,3,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,LR,,5841,772,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ML,,8168,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NG,,31,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NG,,4,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,NL,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SA,XX,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SD,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SN,,3116,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,TG,,1195,1152,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,TW,NG,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,VE,,2,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,XX,CD,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,XX,,5,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,NG,1,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,,1,,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,CM,,200,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,GB,XX,,2,live,,P,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,GH,,400,,live,,T,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,IT,ZM,,1,live,,,
1982,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,TG,,200,,live,,T,
1982,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SU,DK,LR,,20,live,,T,
1983,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,DE,,2,,live,,,C
1983,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,DK,XX,,1,live,,P,
1983,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,XX,PT,1,,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,CM,,,50,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,DE,CM,,1,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CF,,,1,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CM,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BH,GH,,,55,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BJ,CF,,,2,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,CH,XX,,1,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,CH,,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,DE,CD,,2,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,DE,XX,,2,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GH,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GH,,2,,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,SE,CD,,125,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,SE,,125,,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,CM,,121,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,GH,,115,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,ML,,236,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,SN,,3,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,,88,,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,ZA,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CG,CF,,,1,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,CD,,11,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,CM,,2,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,NG,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,,4,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,GH,,,200,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,TZ,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,XX,,420,,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CI,CF,,,1,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CI,CM,,,2,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CM,CF,,,4,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,HK,,2,,live,,Z,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CY,CM,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DD,AO,,2,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DD,GN,,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CD,,3898,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CF,,,1,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CM,,,2,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CM,,1764,1838,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,DD,,,4,live,,,C
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GB,XX,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GH,,,6,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GH,,3830,420,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SN,,858,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,TG,,,2,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,CD,,2,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,CD,,118,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,DE,XX,10,,skins,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,SN,,70,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,TG,,463,320,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DZ,CM,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,CM,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,CG,,,1,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,CH,ES,,1,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,CM,,,2,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,GH,,,4,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CF,,,51,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CG,,,29,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CM,,,53,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CM,,,1,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,,,201,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AE,NG,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AE,UG,1,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AE,,1,,live,,P,C
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AO,,2,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BE,CD,390,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BH,SL,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BN,XX,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CD,,4,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CD,,200,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CI,,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CM,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,DE,,5,,live,,P,C
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,DE,,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,FR,CG,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,FR,NG,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,LR,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,NG,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,UG,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,XX,150,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,,5,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,808,1320,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KE,CD,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KE,CG,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KE,,2,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,LY,XX,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,MW,NG,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NG,,18,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NL,CD,460,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NL,KE,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SA,XX,2,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SA,,1,,live,,P,C
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SG,NG,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,CI,40,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,,415,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SO,,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TR,NG,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TT,CM,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TZ,CD,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TZ,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TZ,,,1,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,UG,,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,US,GH,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,US,XX,2,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,,2,2,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZW,CD,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GR,CM,,,2,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,PH,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HU,DE,SN,,2,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,US,CD,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IQ,CF,,,4,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,AO,,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,BJ,,6,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CH,XX,,1,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,CM,,7,14,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,GH,,,2,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,NG,,29,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,NL,XX,1,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,NL,XX,100,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,SN,,2,,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,TZ,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,CD,,4,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,CF,,150,,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,JP,GH,,100,40,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,KW,GH,,,200,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LB,CF,,,2,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LB,CG,,,1,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LB,GH,,,2,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LK,SE,,,1,live,,P,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LS,GH,,,200,live,,T,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LY,CF,,,2,live,,,
1983,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LY,CM,,,1,live,,P,
