Species,Database,management_practices.value,management_practices.unit,conservation_notes.value,threats.value,threats.unit,scope.value,scope.unit,timing.value,timing.unit,severity.value,severity.unit,score.value,score.unit,threats_notes.value,threats.value1,threats.value2,threats.value3,scope.value1,scope.value2,scope.value3,timing.value1,timing.value2,timing.value3,severity.value1,severity.value2,severity.value3,score.value1,score.value2,score.value3,management_practices.value1,management_practices.value2,threats.value4,threats.value5,threats.value6,threats.value7,threats.value8,scope.value4,scope.value5,scope.value6,scope.value7,scope.value8,timing.value4,timing.value5,timing.value6,timing.value7,timing.value8,severity.value4,severity.value5,severity.value6,severity.value7,severity.value8,score.value4,score.value5,score.value6,score.value7,score.value8,threats.value9,threats.value10,threats.value11,threats.value12,threats.value13,threats.value14,threats.value15,threats.value16,scope.value9,scope.value10,scope.value11,scope.value12,scope.value13,scope.value14,scope.value15,scope.value16,timing.value9,timing.value10,timing.value11,timing.value12,timing.value13,timing.value14,timing.value15,timing.value16,severity.value9,severity.value10,severity.value11,severity.value12,severity.value13,severity.value14,severity.value15,severity.value16,score.value9,score.value10,score.value11,score.value12,score.value13,score.value14,score.value15,score.value16,management_practices.value3,management_practices.value4,management_practices.value5,management_practices.value6,management_practices.value7,management_practices.value8,management_practices.value9,management_practices.value10,threats.value17,threats.value18,threats.value19,threats.value20,threats.value21,scope.value17,scope.value18,scope.value19,scope.value20,scope.value21,timing.value17,timing.value18,timing.value19,timing.value20,timing.value21,severity.value17,severity.value18,severity.value19,severity.value20,severity.value21,score.value17,score.value18,score.value19,score.value20,score.value21,threats.value22,threats.value23,scope.value22,scope.value23,timing.value22,timing.value23,severity.value22,severity.value23,score.value22,score.value23,threats.value24,threats.value25,threats.value26,threats.value27,scope.value24,scope.value25,scope.value26,scope.value27,timing.value24,timing.value25,timing.value26,timing.value27,severity.value24,severity.value25,severity.value26,severity.value27,score.value24,score.value25,score.value26,score.value27,management_practices.value11,threats.value28,threats.value29,threats.value30,threats.value31,threats.value32,threats.value33,scope.value28,scope.value29,scope.value30,scope.value31,scope.value32,scope.value33,timing.value28,timing.value29,timing.value30,timing.value31,timing.value32,timing.value33,severity.value28,severity.value29,severity.value30,severity.value31,severity.value32,severity.value33,score.value28,score.value29,score.value30,score.value31,score.value32,score.value33,threats.value34,threats.value35,timing.value34,timing.value35,score.value34,score.value35
Pyrrhura_picta,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_rhodocephala,iucn,value,unit,"NA",value,unit,value,unit,value,unit,value,unit,value,unit,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_rhodocephala,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_rupicola,iucn,NA,unit,"  Conservation Actions Underway
 None is known.   Conservation Actions Proposed  Expand the protected area network to effectively protect IBAs. Effectively resource and manage existing and new protected areas, utilising emerging opportunities to finance protected area management with the joint aims of reducing carbon emissions and maximizing biodiversity conservation. Conservation on private lands, through expanding market pressures for sound land management and preventing forest clearance on lands unsuitable for agriculture, is also essential (Soares-Filho et al. 2006). Campaign against proposed changes to the Brazilian Forest Code that would lead to a decrease in the width of the areas of riverine forest protected as Permanent Preservation Areas (APPs), which function as vital corridors in fragmented landscapes. ",NA,unit,NA,unit,NA,unit,NA,unit,NA,unit,"The primary threat to this species is accelerating deforestation in the Amazon Basin as land is cleared for cattle ranching and soy production, facilitated by expansion of the road network (Soares-Filho et al. 2006, Bird et al. 2011). It is also susceptible to hunting (A. Lees in litt. 2011).  Proposed changes to the Brazilian Forest Code reduce the percentage of land a private landowner is legally required to maintain as forest (including, critically, a reduction in the width of forest buffers alongside perennial steams) and include an amnesty for landowners who deforested before July 2008 (who would subsequently be absolved of the need to reforest illegally cleared land) (Bird et al. 2011).",Annual & perennial non-timber crops,Agro-industry farming,Livestock farming & ranching,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",Medium Impact: 6,Medium Impact: 6,Medium Impact: 6,Site/area protection,Site/area management,"Agro-industry grazing, ranching or farming",Hunting & trapping terrestrial animals,Intentional use (species is the target),NA,NA,Majority (50-90%),Minority (<50%),Minority (<50%),NA,NA,Ongoing,Ongoing,Ongoing,NA,NA,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,Medium Impact: 6,Low Impact: 5,Low Impact: 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Legislation,National level,Market forces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_rupicola,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Annual & perennial non-timber crops,Agro-industry farming,Livestock farming & ranching,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",Medium Impact: 6,Medium Impact: 6,Medium Impact: 6,Site/area protection,Site/area management,"Agro-industry grazing, ranching or farming",Hunting & trapping terrestrial animals,Intentional use (species is the target),NA,NA,Majority (50-90%),Minority (<50%),Minority (<50%),NA,NA,Ongoing,Ongoing,Ongoing,NA,NA,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,NA,Medium Impact: 6,Low Impact: 5,Low Impact: 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Legislation,National level,Market forces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_subandina,iucn,Site/area protection,unit,"Conservation and research actions underway
CITES Appendix II. The taxon’s known range was searched without success in 2004–2008 at more than 10 potential localities (P. Salaman in litt. 2011, Botero-Delgadillo et al. 2012a), and surveys elsewhere have also not found it (Stiles et al. 1999). Part of its remaining habitat is protected within Paramillo National Park (del Hoyo et al. 2015).

Conservation and research actions proposed
Carry out further searches within its potential historic range, and follow up any reports of the species. If an extant population is found, immediately protect habitat.
",NA,unit,NA,unit,NA,unit,NA,unit,NA,unit,"Ongoing conversion of habitat for agriculture within the historic range has dramatically reduced the area available to this species (Joseph and Stockwell 2002, ProAves in litt. 2011).",Annual & perennial non-timber crops,Small-holder farming,Livestock farming & ranching,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,Rapid Declines,Rapid Declines,"Slow, Significant Declines",Medium Impact: 7,Medium Impact: 7,Medium Impact: 6,NA,NA,"Small-holder grazing, ranching or farming",NA,NA,NA,NA,Majority (50-90%),NA,NA,NA,NA,Ongoing,NA,NA,NA,NA,"Slow, Significant Declines",NA,NA,NA,NA,Medium Impact: 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_subandina,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Annual & perennial non-timber crops,Small-holder farming,Livestock farming & ranching,Majority (50-90%),Majority (50-90%),Majority (50-90%),Ongoing,Ongoing,Ongoing,Rapid Declines,Rapid Declines,"Slow, Significant Declines",Medium Impact: 7,Medium Impact: 7,Medium Impact: 6,NA,NA,"Small-holder grazing, ranching or farming",NA,NA,NA,NA,Majority (50-90%),NA,NA,NA,NA,Ongoing,NA,NA,NA,NA,"Slow, Significant Declines",NA,NA,NA,NA,Medium Impact: 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_viridicata,iucn,NA,unit,"Conservation Actions Underway
CITES Appendix II. Considered Endangered at the national level in Colombia (Renjifo et al. 2002). The Sierra Nevada de Santa Marta is protected by two national designations and is an international biosphere reserve (IUCN 1992), but this has not conserved the massif's ecosystems effectively.  All known sites for the species lie within Indian reservations where indigenous people have management rights and it is not possible to control management or hunting (Strewe 2005). In 2006, 1,600 acres of northwest Sierra Nevada de Santa Marta were protected through the American Bird Conservancy, Fundación ProAves and Conservation International and renamed as El Dorado Nature Reserve (Anon. 2006). The reserve currently encompasses 2,250 acres. Within its boundaries, Fundación ProAves has overseen an on-going pine eradication project since 2006, removing thousands of trees and saplings and planting native trees appropriate to Santa Marta Parakeet's foraging and nesting requirements (C. Olaciregui in litt. 2012). Artificial nestboxes have been used since 2006 (Olaciregui and Borja 2011).
Conservation Actions Proposed
Estimate current population levels and the area of remaining suitable habitat (Snyder et al. 2000). Evaluate the state of all known populations, and localise new populations according to distribution models (C. Olaciregui in litt. 2012). Study its habitat tolerance and population densities in different forest-types (Snyder et al. 2000, Salazar and Strewe undated). Research its ecology, movements and conservation status (Snyder et al. 2000). Work with local communities and regional institutions to identify and prioritise conservation and management strategies (Salazar and Strewe undated). Establish education programmes working with local communities to combat hunting and persecution (Strewe 2005). ",NA,unit,NA,unit,NA,unit,NA,unit,NA,unit,"Only 15% of the original vegetation in the Sierra Nevada de Santa Marta remains, albeit largely on the north slope where this species occurs (L. M. Renjifo pers. comm. 1993, 2000). The main current threat is the expansion of non-native tree plantations, such as those of pine and eucalyptus, along with on-going clearance of land for livestock farming (C. Olaciregui in litt. 2012). Historically, conversion of forest to marijuana and coca plantations was also a major threat (L. G. Olarte in litt. 1993, L. M. Renjifo pers. comm. 1993, J. Fjeldså verbally 2000, L. M. Renjifo pers. comm. 2000, C. Olaciregui in litt. 2012), which was compounded by the government spraying herbicides on the sierra (L. G. Olarte in litt. 1993, L. M. Renjifo pers. comm. 1993, 2000). Other threats that followed human immigration to the area from the 1950s onwards include logging and burning (Dinerstein et al. 1995, Snyder et al. 2000, Salazar and Strewe undated, P. G. W. Salaman in litt. 1999). It is known to be hunted in the río Frío valley, and in San Pedro district individuals in blackberry plantations have been shot. The species has not been found in the local bird trade (Strewe 2005). ",Housing & urban areas,Annual & perennial non-timber crops,Annual & perennial non-timber crops,Minority (<50%),Majority (50-90%),Minority (<50%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",Low Impact: 5,Medium Impact: 6,Low Impact: 5,Resource & habitat protection,Awareness & communications,Small-holder farming,Scale Unknown/Unrecorded,Livestock farming & ranching,"Agro-industry grazing, ranching or farming",Hunting & trapping terrestrial animals,Minority (<50%),Majority (50-90%),Minority (<50%),Minority (<50%),Minority (<50%),Ongoing,Ongoing,Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",Unknown,Low Impact: 5,Medium Impact: 6,Low Impact: 5,Low Impact: 5,Unknown,Hunting & trapping terrestrial animals,Intentional use (species is the target),Persecution/control,Logging & wood harvesting,Unintentional effects: (subsistence/small scale) [harvest],Agricultural & forestry effluents,Type Unknown/Unrecorded,NA,Unknown,Unknown,Minority (<50%),Minority (<50%),Minority (<50%),Minority (<50%),Minority (<50%),NA,Ongoing,Ongoing,Ongoing,Ongoing,Ongoing,"Past, Likely to Return","Past, Likely to Return",NA,Unknown,Unknown,Unknown,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,Unknown,Unknown,Unknown,Low Impact: 5,Low Impact: 5,Past Impact,Past Impact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_viridicata,eol,value,unit,value,value,unit,value,unit,value,unit,value,unit,value,unit,value,Housing & urban areas,Annual & perennial non-timber crops,Annual & perennial non-timber crops,Minority (<50%),Majority (50-90%),Minority (<50%),Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",Low Impact: 5,Medium Impact: 6,Low Impact: 5,Resource & habitat protection,Awareness & communications,Small-holder farming,Scale Unknown/Unrecorded,Livestock farming & ranching,"Agro-industry grazing, ranching or farming",Hunting & trapping terrestrial animals,Minority (<50%),Majority (50-90%),Minority (<50%),Minority (<50%),Minority (<50%),Ongoing,Ongoing,Ongoing,Ongoing,Ongoing,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",Unknown,Low Impact: 5,Medium Impact: 6,Low Impact: 5,Low Impact: 5,Unknown,Hunting & trapping terrestrial animals,Intentional use (species is the target),Persecution/control,Logging & wood harvesting,Unintentional effects: (subsistence/small scale) [harvest],Agricultural & forestry effluents,Type Unknown/Unrecorded,NA,Unknown,Unknown,Minority (<50%),Minority (<50%),Minority (<50%),Minority (<50%),Minority (<50%),NA,Ongoing,Ongoing,Ongoing,Ongoing,Ongoing,"Past, Likely to Return","Past, Likely to Return",NA,Unknown,Unknown,Unknown,"Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines","Slow, Significant Declines",NA,Unknown,Unknown,Unknown,Low Impact: 5,Low Impact: 5,Past Impact,Past Impact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
